path	bytes	mtime_epoch	sha256	disposition	rationale
.scratch/research/corpus/GUIDE.ko.md	8079	1785656828	a8e2a3f585b0b0b92851e8675389c3fe06f83a3a8200dfeb3caf87f95c15a307	merge	original preserved as legacy/judgments/gingoa-guide.ko.md; neutral active guide replaces it
.scratch/research/corpus/INDEX.md	11521	1785657850	fe26d37d705e4cfe10e4cb4e294fda38c9b52549358f3964b627a3f7cebf6c67	keep	retained pending or after audit
.scratch/research/corpus/PROVENANCE.md	3303	1785657903	99dd2a41e306d2ffb89d3eb7eaffd382d39f6b97ca22418dbb5052c2e3d25896	keep	retained pending or after audit
.scratch/research/corpus/TAXONOMY.md	5943	1785656828	6b70156547701110dc8ebc4474ad64b6ce222d72cecf6a4382c0ef4f6e090aaf	refresh	ISO 12207:2017 anchor superseded by ISO 12207:2026
.scratch/research/corpus/_schema.md	13178	1785656828	71df89af82d1aab9e1eb23fb04bb59f7be0bdffa2747b985b95c27e578a0e077	merge	original preserved as legacy/judgments/gingoa-schema.md; claim-centered schema replaces it
.scratch/research/corpus/aspects/01-requirements-planning/_aspect.md	22691	1785657833	c4bffc46ab184984f8cb250b02f86b95b1bf64c9936057f87070cf40a1d70941	refresh	inherited synthesis mixes evidence with goppi-specific inference
.scratch/research/corpus/aspects/01-requirements-planning/brownfield-planning-adoption.md	6819	1785656828	c625a8c60261a54138ecf498075b0168c5fd7c32043a982b33f97a2b486bd5db	keep	retained pending or after audit
.scratch/research/corpus/aspects/01-requirements-planning/constitution-authoring-standard.md	5863	1785656828	76d0d419cccee831e66a3520abb7e72bc7a1e048e9623bc70ca8a43299e16c15	keep	retained pending or after audit
.scratch/research/corpus/aspects/01-requirements-planning/decision-record-standard.md	7257	1785656828	5a572b1a0320e39e19878f1b2547159cea85db5c2e8862c22a0ee499acf59073	keep	retained pending or after audit
.scratch/research/corpus/aspects/01-requirements-planning/elicitation-interview-build-standard.md	11263	1785656828	e6aca4fcb6ef817e0da73a717458211fbf5df4665f88c5f00854b3cdf8d68e2e	keep	retained pending or after audit
.scratch/research/corpus/aspects/01-requirements-planning/elicitation-prior-art.md	16462	1785656828	ab9310c32f1223da47d9327e72e323139da8b12bcb6cbe531536eb3354bbdb19	keep	retained pending or after audit
.scratch/research/corpus/aspects/01-requirements-planning/facts-2026-08-estimation-failure-data.md	12504	1785657387	37d119678bed53b63bacfbed57777d2167db029d4ef8be2830b487401b2e83a5	keep	retained pending or after audit
.scratch/research/corpus/aspects/01-requirements-planning/facts-2026-08-requirements.md	11634	1785657387	82dc22b4740b4a4ccd1e94e9d102eab529bc2ce50956251d0e54ba8317ab7e6f	keep	retained pending or after audit
.scratch/research/corpus/aspects/01-requirements-planning/planning-document-family.md	20607	1785656828	4a6ca717467f62f05ce2f8265f51e6d6717d31f4f3d30c2aedfc0039083aea97	keep	retained pending or after audit
.scratch/research/corpus/aspects/01-requirements-planning/planning-output-census.md	4689	1785656828	768e74cf3089e49472b9d0c31fe1480a6022036f028fbde8f112a918fb481d02	keep	retained pending or after audit
.scratch/research/corpus/aspects/01-requirements-planning/requirements-engineering-craft.md	11752	1785656828	34da29e2fd62063b4f7b6aef7b20a72367d7fe01443fd02fd169e6229a7dc587	keep	retained pending or after audit
.scratch/research/corpus/aspects/02-architecture-design/_aspect.md	13206	1785657833	f7951d4fab248c852c5af4f16c229604f0951461314a68ba5432875c03521641	refresh	inherited synthesis mixes evidence with goppi-specific inference
.scratch/research/corpus/aspects/02-architecture-design/facts-2026-08-design-practice.md	10572	1785657387	73e04f075a55cc730cc20c296f2836959a8c99d508775bc6064ec71309dfd0ea	keep	retained pending or after audit
.scratch/research/corpus/aspects/03-dev-environment/_aspect.md	10925	1785656828	cf963d9937c37bdffab3895734c6adb038c87572c8cec5c364f133b5de7b7ec1	refresh	inherited synthesis mixes evidence with goppi-specific inference
.scratch/research/corpus/aspects/04-build-ci-engineering/_aspect.md	15833	1785657833	18a02fe77128b7c792c65e2f6d5b6212b30932477d04292ae2d7a47e2153b903	refresh	inherited synthesis mixes evidence with goppi-specific inference
.scratch/research/corpus/aspects/04-build-ci-engineering/brownfield-adoption-floor.md	8399	1785656828	3aee0880e983dd5fa5f0d189e74fe41b1e9007c8aabad281f9ee1904f12703c8	keep	retained pending or after audit
.scratch/research/corpus/aspects/04-build-ci-engineering/facts-2026-08-cicd-release.md	10023	1785657387	2e08eb1d8dba23e7306d6190fb8818c17ce4b57ce192258b44a62238ab10e51b	keep	retained pending or after audit
.scratch/research/corpus/aspects/04-build-ci-engineering/foundation-floor-artifact-checklist.md	12611	1785656828	3a961fc6612625b36c5d1dd78eb355fcac1214d0c81b87f341febf9d57cdfead	keep	retained pending or after audit
.scratch/research/corpus/aspects/04-build-ci-engineering/visibility-provision-matrix.md	7733	1785656828	7b10e6ab228ac3698b16f470e7088ed848b241fdc452dc6f9c7dda74fd742ae9	keep	retained pending or after audit
.scratch/research/corpus/aspects/05-scm-workflow/_aspect.md	15229	1785656828	d7b8a1042f4d4af72466b5213d2556b41181d66bc982c8f6216dc77ebbcaeb2a	refresh	inherited synthesis mixes evidence with goppi-specific inference
.scratch/research/corpus/aspects/06-config-secrets/_aspect.md	8811	1785656828	39bf26b149afeb45a326492ca62e569d972c223edd7b4dfc989f98def20bc150	refresh	inherited synthesis mixes evidence with goppi-specific inference
.scratch/research/corpus/aspects/07-construction-code-review/_aspect.md	9790	1785657833	07f8856529ca587f75df22ffa565b2087469c271dbf4c61de9581c2153712b5e	refresh	inherited synthesis mixes evidence with goppi-specific inference
.scratch/research/corpus/aspects/07-construction-code-review/facts-2026-08-codereview.md	6765	1785657387	15479edf227f8acebf1789aed8d91896751c30fcee973c7cef35d8014a3700a7	keep	retained pending or after audit
.scratch/research/corpus/aspects/08-software-testing/_aspect.md	11610	1785657833	537a5896b6501ea8007946c45a86ae6ee3e7fc7d8bcaad7886e295fc242b15ee	refresh	inherited synthesis mixes evidence with goppi-specific inference
.scratch/research/corpus/aspects/08-software-testing/facts-2026-08-testing.md	10490	1785657387	a9dcb27ef7bac9cad9575561e16140c896cebb663f3884ddd0e4079e1de8a5a5	keep	retained pending or after audit
.scratch/research/corpus/aspects/09-application-security/_aspect.md	13741	1785657833	079adc4e4d7ba50cc77bdda15a5c97517f7bc01ea5a108d2898d1fa4fb9c4a1e	refresh	inherited synthesis mixes evidence with goppi-specific inference
.scratch/research/corpus/aspects/09-application-security/facts-2026-08-security-sdlc.md	12559	1785657387	a1146145cf4b40f8ae60c2f9dc4859246dc316f502ca2f5c7940c11193f52677	keep	retained pending or after audit
.scratch/research/corpus/aspects/10-supply-chain-security/_aspect.md	16333	1785656828	497287e1057758e31667ab31115f909b1a8996d258327b915527128e1b5e958f	refresh	inherited synthesis mixes evidence with goppi-specific inference
.scratch/research/corpus/aspects/11-maintainability-techdebt-refactoring/_aspect.md	14426	1785656828	cbfc8b45d79571116bada2f9ab9aa9d915070e77e243c81d20f4f1af59c2c8cf	refresh	inherited synthesis mixes evidence with goppi-specific inference
.scratch/research/corpus/aspects/12-performance-scalability/_aspect.md	10783	1785656828	ac2f0278400b4c5c3acbb6f09f4bdce955bdd9d6855a134f8528945c49c81dbc	refresh	inherited synthesis mixes evidence with goppi-specific inference
.scratch/research/corpus/aspects/13-api-interface-design/_aspect.md	9416	1785656828	9cc55cc9cd174fb0470eccc64aaeccaabe71a6c50c491243e1608e1cd317b6fa	refresh	inherited synthesis mixes evidence with goppi-specific inference
.scratch/research/corpus/aspects/14-data-management-migrations/_aspect.md	10346	1785656828	a16134700a5c7b243ad21fc0f1d15e1284d804bb89afa385a410307d38bef81f	refresh	inherited synthesis mixes evidence with goppi-specific inference
.scratch/research/corpus/aspects/15-accessibility-ux/_aspect.md	9276	1785656828	6d22afff988d6398507014e1473d4a078de17000b52b4dea3f538685d2ead70d	refresh	inherited synthesis mixes evidence with goppi-specific inference
.scratch/research/corpus/aspects/16-privacy-data-protection/_aspect.md	9719	1785656828	22d88f1351cd9ace498b65f926061e130f0ceb121c51d5924148fba4b4b8fbd9	refresh	inherited synthesis mixes evidence with goppi-specific inference
.scratch/research/corpus/aspects/17-release-engineering/_aspect.md	12880	1785656828	870320e8bceaa49a738cc8db358ca21f2764e327b2f54de8d0adbf5deaec8a56	refresh	inherited synthesis mixes evidence with goppi-specific inference
.scratch/research/corpus/aspects/17-release-engineering/release-operate-artifact-checklist.md	7545	1785656828	18fa9959bf28d8e42d67aa77d928043141c78893ddf67d05bea5e4a9a4614bae	keep	retained pending or after audit
.scratch/research/corpus/aspects/18-packaging-distribution/_aspect.md	11000	1785656828	8ba9dc0b2a4cbd17e238988f65b46fc8f8cc49d3b46806de6444135501f16e53	refresh	inherited synthesis mixes evidence with goppi-specific inference
.scratch/research/corpus/aspects/19-observability-telemetry/_aspect.md	10322	1785656828	7e1e102ee09dc77556a7a01378d15ba9f5402de90b776e5deb6fdf2af1162ce3	refresh	inherited synthesis mixes evidence with goppi-specific inference
.scratch/research/corpus/aspects/20-operations-incident-reliability/_aspect.md	11650	1785657833	4ac84af2d81a789b913eb2c242f1006a611003f1c688795ee89a8dd10b51e356	refresh	inherited synthesis mixes evidence with goppi-specific inference
.scratch/research/corpus/aspects/20-operations-incident-reliability/facts-2026-08-operations-sre.md	12555	1785657387	f3941267e8831be3e132f103df644def38ee0829d0dd711bbb25e5180ddcf38c	keep	retained pending or after audit
.scratch/research/corpus/aspects/21-economics-cost-sustainability/_aspect.md	10775	1785656828	843161f7128bf601479400812b3ecbfc8a8e2f7c0877e956cee5d903e0fcc296	refresh	inherited synthesis mixes evidence with goppi-specific inference
.scratch/research/corpus/aspects/22-documentation-knowledge/_aspect.md	13842	1785656828	b3166d84571f362d6e5c279aff16d3a41885a2ce5ed1c4a4d33c7c55f7101bf7	refresh	inherited synthesis mixes evidence with goppi-specific inference
.scratch/research/corpus/aspects/22-documentation-knowledge/content-ci-linting-and-jargon-gate.md	6016	1785656828	dbdddd88e8a5e69e64971f977d464ccf44b28f188c693bc044c198ca744f291c	keep	retained pending or after audit
.scratch/research/corpus/aspects/23-developer-experience/_aspect.md	9630	1785656828	68a85b429bf1b8951fe86df9e36cacffbabde1ad64e234e70c6bfe4467b8e3a0	refresh	inherited synthesis mixes evidence with goppi-specific inference
.scratch/research/corpus/aspects/24-governance-collaboration-compliance/_aspect.md	23964	1785657839	b88beded15bc721ff483b465475d907843d77a10626094d07350deef602a7552	refresh	inherited synthesis mixes evidence with goppi-specific inference
.scratch/research/corpus/aspects/24-governance-collaboration-compliance/facts-2026-08-roles-teams.md	10758	1785657387	c28fbfc64acabe5b55da44fb1bda41313c655dc6e9c590ff0bf82dcd06b8caf7	keep	retained pending or after audit
.scratch/research/corpus/aspects/24-governance-collaboration-compliance/issue-pr-writing-conventions.md	11104	1785656828	4a83576324dba2016ce4cef8f9c74b38be0baa663502614e65056d423d32cd2f	keep	retained pending or after audit
.scratch/research/corpus/aspects/25-licensing-foss-compliance/_aspect.md	13231	1785656828	596c697abbdefb7305c566d5820009db47b7205f6554d432052a21d1010869e2	refresh	inherited synthesis mixes evidence with goppi-specific inference
.scratch/research/corpus/aspects/26-mlops-ml-lifecycle/_aspect.md	10494	1785656828	ce70f7abfdee9ccd698d1f479f518450ce5a6f79fad2457c701086b5dd225c81	refresh	inherited synthesis mixes evidence with goppi-specific inference
.scratch/research/corpus/aspects/27-ai-harness-archetype/_aspect.md	18082	1785656828	f63e319d9e11b628a6d448d7ae2d013caa450bb47eec1614bb5edddbede9501a	refresh	inherited synthesis mixes evidence with goppi-specific inference
.scratch/research/corpus/aspects/27-ai-harness-archetype/hooks-commands-subagents-standard.md	37688	1785656828	da56b9994c75a3e3133c78a3ef2fca9f6fc5918f380579c1ffab49a705ddfc8d	keep	retained pending or after audit
.scratch/research/corpus/aspects/27-ai-harness-archetype/host-config-schemas.md	3589	1785656828	ed81ca6861a25488cd1748caa111fcd052ae5208be5fcff8fd45efa8e3c134c0	keep	retained pending or after audit
.scratch/research/corpus/aspects/27-ai-harness-archetype/mcp-server-standard.md	34513	1785656828	130186b6dc218d6ad115ccbee7376b63bf74da07090783304ae418b8f70be92b	keep	retained pending or after audit
.scratch/research/corpus/aspects/27-ai-harness-archetype/multi-agent-orchestration-standard.md	12531	1785656828	66c790cd9ea58fd89c27dc3334bd0076e907e49bd094b6fc2dec902beddd73de	keep	retained pending or after audit
.scratch/research/corpus/aspects/27-ai-harness-archetype/plugin-marketplace-memory-standard.md	36134	1785656828	58523f65d159fe7348c0993043570831d8488970f387abedd9e0d8e776909b9e	keep	retained pending or after audit
.scratch/research/corpus/aspects/27-ai-harness-archetype/prompts-and-evals-standard.md	35333	1785656828	c642b1dac45222ccf99f3de461aa8b53d8126245602c3db5d0be3d0753f8b328	keep	retained pending or after audit
.scratch/research/corpus/aspects/27-ai-harness-archetype/skill-authoring-standard.md	17630	1785656828	b266e0643098e33998cf464c0b8adba45c6b90180bda31b06e41a63335f13413	keep	retained pending or after audit
.scratch/research/corpus/aspects/28-implementation-process-workflow/_aspect.md	19909	1785657833	b2a08f033d009c0f61077712b281c399f299c600904e953764c63e0b6a7b0321	refresh	inherited synthesis mixes evidence with goppi-specific inference
.scratch/research/corpus/aspects/28-implementation-process-workflow/facts-2026-08-agile-adoption.md	12898	1785657387	0efb2b583ee2218f14a753b12a7f3d085c6aacfd52ee73ecac35a1059b12df82	keep	retained pending or after audit
.scratch/research/corpus/aspects/28-implementation-process-workflow/facts-2026-08-sdlc-models.md	12549	1785657387	c0bfaf99cc07a3f80ff468f52bd9be266e0de3fba01ae886f24a2455494c23ed	keep	retained pending or after audit
.scratch/research/corpus/aspects/28-implementation-process-workflow/research-log.md	13134	1785656828	f470e386690bf5f35b22fd5be3c498ea503edc6b6ffa2b18df4f4b5cd5b144b5	keep	retained pending or after audit
.scratch/research/corpus/census-data/README.md	7727	1785656828	5e130516bb28679cbae0405a317c0fe0e4080df6c229b546160b14f22e6647ca	keep	retained pending or after audit
.scratch/research/corpus/census-data/brownfield-adoption/SYNTHESIS-adoption-model.md	8695	1785656828	925c4280a73be5cbccb5d2cdddecda5b071b40b08fd8efd5b8798dfa967d528a	keep	retained pending or after audit
.scratch/research/corpus/census-data/brownfield-adoption/track1-scaffolders.md	6525	1785656828	20715a4f8049b7008efa6127e64a8dbbe01ad095515351a9fbc091c4b61e74cb	keep	retained pending or after audit
.scratch/research/corpus/census-data/brownfield-adoption/track2-idp-onboarding.md	6276	1785656828	7b68d7b741199eea0a12c89a454ad1c9139b7b5750a3e82f42cc614b7bef491f	keep	retained pending or after audit
.scratch/research/corpus/census-data/brownfield-adoption/track3-spec-driven-brownfield.md	5285	1785656828	f5de7711706df3af9ae00fb7a357833ac33d89dbf700fbb6cd90418dcab88a7b	keep	retained pending or after audit
.scratch/research/corpus/census-data/brownfield-adoption/track4-ratchet-incremental-adoption.md	7071	1785656828	b5da023ed05916b25df6bfc0624732a10e07ce4114567169023bc17c7225c012	keep	retained pending or after audit
.scratch/research/corpus/census-data/brownfield-adoption/track5-census-existing-repo-mode.md	12103	1785656828	c9f6199fe633d1f91ead2be80bc06352b4fa529b9c37c1e2e8835f6498317cc7	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-commit-body/census.py	3718	1785656828	ac4212fa5a5f680177601cb17f297b933fbfd394a2eda739fa50c37baae7759c	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-commit-body/records.json	426883	1785656828	be7a99c3686184658c9203f7926083db6934945cf91b7521f60bbef7bc80a9ff	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-commit-body/stats.json	278	1785656828	35e94371a44a13ead4dbdbe08f7f8e97879e9caa03213db5bf19378971e31186	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-dev-environment/records.json	509969	1785656828	0b48b11406be7e11435d0939ee73ea2c5103a5ce4b5bca0110955a50d55bc4dd	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-dev-environment/render-dev-env.py	6436	1785656828	fdb78b530b24a936a8a85568fcbe219e9cace9d7f15114fe3eb59264668db904	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-dev-environment/render-weighted.py	4137	1785656828	c1255ea447abd99e1f04e5f11dd044f622ef65307ea00d6559bd9b9de30ec328	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-dev-environment/stats.json	16584	1785656828	b3c7419025be4ad44127af5aa4b6c8ff7a52c50d130383707ae164b3f4e81407	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-doc-conventions/census.sh	2107	1785656828	3bac05d6d660ce84759d131ab7d60392ce522d1f6fe9c3c713dc1631448d2d59	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-doc-conventions/spec-doc-revalidation-2026-06-27.md	12177	1785656828	4849ba9e4feb3fd29acb9cdc9c0d4c136b42f64e2eec9d6753ab9f6ebc2e18a4	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-doc-conventions/spec-revalidation-census.sh	2043	1785656828	71225cb44bb0afec89628e493e938deba25a45a86dd5ff9a01ec67ce9413a0ab	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-doc-conventions/spec-revalidation-top453-repos.txt	15275	1785656828	8bcc473d6fa043470ac1cb3be71177e4d45ca9d9aac5d2659d9585866fabcc89	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-doc-conventions/spec-revalidation-top453-rows.tsv	54689	1785656828	549332fede257032d1d0fa00dab090a9b60b5e0f112e4e644a31ebf772cc2ab6	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-doc-conventions/spec-section-style-revalidation-2026-06-28.md	11587	1785656828	307c28808ffa424a0c58e5ce1f40cfec350fbaa5ae77e771b5b027e4868c747b	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-doc-conventions/stats.json	2871	1785656828	9982d1bba0aecc428f6c7b519021b70b640c1577ba85585b87a2fa49fbb9980f	keep	retained pending or after audit
